id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,positive_count,negative_count,binh_luan_SP,binh_luan_Prices,binh_luan_services,label
18244,1149,không_tặng,11/1/2023,15:22,5,200900037,0,1,1,0,1,good
18245,1253,,11/9/2024,15:16,5,422208913,0,0,0,0,0,good
18246,2419,thử êm_giá tiền mùi lắm,3/11/2021,22:17,5,422205164,1,0,1,1,0,good
18247,1033,thoải_mái,27/04/2023,13:48,5,308500015,0,0,0,0,0,good
18248,1407,hãng mẫu thành bha da nhạy_cảm mụn_ẩn thiệt_tình mới,29/04/2024,22:28,4,293500006,0,0,1,0,0,good
18249,624,thấm,17/11/2021,1:05,5,253900006,0,0,0,0,0,good
18250,399,thoải_mái,4/5/2023,10:30,5,422205163,0,0,0,0,0,good
18251,672,thích tẩy_trang,4/5/2023,19:05,5,100230056,1,0,0,0,0,good
18252,2362,thoải_mái,30/04/2023,14:35,5,422205160,0,0,0,0,0,good
18253,2092,êi đọc review kêu mùi xài mùi xài không_khô da sạch,30/08/2023,22:35,5,422211501,1,1,1,0,0,good
18254,2405,ok,26/04/2023,18:41,5,308500009,1,0,0,0,0,good
18255,402,sữa rửa mặt tốt sạch mụn mịn da,15/04/2023,23:04,5,422208973,3,0,1,0,0,good
18256,1631,sáng dậy môi mềm vscn khô căng môi mốc trắng môi cảm_giác hút ẩm_ngược,20/09/2024,9:00,3,422218746,2,1,1,1,0,neutral
18257,662,đỉnh tiền ní,11/6/2023,12:20,5,100230056,1,0,1,1,0,good
18258,107,điểm,5/12/2023,11:04,5,205100136,0,0,0,0,0,good
18259,2378,mát,29/04/2023,16:07,5,308500004,0,0,1,0,0,good
18260,2184,da siêu_dầu màu_nhiên hơi nâng tím kiềm dầu_chỉnh màu_da không_nâng đối_da,9/6/2024,15:28,5,422207414,0,1,1,0,0,good
18262,152,hà rivew_ngợi da nhạy_cảm ấm,2/3/2023,21:47,5,422211446,0,0,1,0,0,good
18263,3561,hút nhân mụn tốt mụn bể chắn mụn sưng bụi bẩn đơn_hộp,29/06/2019,19:01,5,100250032,2,0,0,0,0,good
18264,2358,thư,30/04/2023,17:55,5,422205160,0,0,0,0,0,good
18265,704,thư,28/04/2023,11:39,5,308500018,0,0,0,0,0,good
18266,1465,review tốt da dầu mụn bớt dầu mụn chẳng_không huyên nổi,17/03/2022,7:17,2,204900128,1,1,1,0,0,bad
18267,231,tốt,26/03/2022,22:31,5,422220469,1,0,0,0,0,good
18268,686,mùi hương_mát thành ổn,30/04/2023,11:19,5,204100054,1,0,1,0,0,good
18269,3582,mặt_nạ mỏng nhẹ mát da_đắp da nhiên mùi mặt_nạ nồng_hơi hắc không_nhiên lắm giá_thành rẻ,31/07/2024,13:31,5,422205804,0,2,1,1,0,good
18270,2214,sữa chống nắng da mặt dầu_xài,15/01/2021,14:53,5,422203146,0,0,1,0,0,good
18271,1508,hôm cảm_da căng mềm,9/4/2024,15:18,5,422206035,0,0,1,0,0,good
18272,3595,chất không_đặc_biệt khác,16/12/2022,9:35,3,371600006,0,1,1,0,0,neutral
18273,3834,vết mụn viêm nghỉ mụn xài thử đêm mụn đỡ tốn_kém,3/9/2024,17:24,5,226200018,1,1,1,0,0,good
18274,1294,da da_kỳ nhạy_cảm da_ổn không_kích_ứng,29/03/2022,16:52,5,422204388,1,1,1,0,0,good
18275,141,sạch tốt xám,2/5/2023,0:59,4,422211447,2,0,1,0,0,good
18276,2447,hôm mụn bớt sưng nhiều chỗ mũi hơi ngắn,18/07/2020,11:54,5,422205163,1,0,0,0,0,good
18277,1056,kêu mắt tẩy_trang lỡ đụng đẫm mắt tẩy sạch trộm_vía mụn makeup xài ok xài loreal loreal đắt ok,23/07/2024,10:40,5,422220606,2,1,1,1,0,good
18278,1391,chất thấm thơm_xài da mướt mịn kiềm dầu,11/12/2021,15:24,5,422200306,3,0,1,0,0,good
18279,4066,ok rửa da mềm mịn_không_khô sạch dầu thừa mụn đen,7/10/2023,16:41,5,422209042,3,1,1,0,0,good
18280,3066,tốt giá thấm,22/10/2020,21:22,5,224100019,1,0,0,1,0,good
18281,3399,dúng tốt châm chích nhẹ đắp rửa mặt mịn,30/07/2024,21:22,5,422204659,2,0,1,0,0,good
18282,121,da mụn sirum êm_da dịu vết,19/11/2023,11:32,5,422204795,1,0,1,0,0,good
18283,1596,thức da xấu hoắc xài niacinamide hyluaric acid đêm da ẩm_đẹp liền,29/12/2022,14:06,5,422204231,3,1,1,0,0,good
18284,3715,auto da khô căng bóng chân luôn,22/01/2021,9:46,5,422218905,1,1,1,0,0,good
18285,3047,êm,6/5/2024,16:52,5,422203645,1,0,1,0,0,good
18286,1377,tiên xài mặt_nạ độc_lạ mặt_nạ đắp da mềm mịn thử,17/03/2024,20:33,5,422216266,1,0,1,0,0,good
18287,1329,xài ok,26/07/2021,6:53,5,422211878,1,0,0,0,0,good
18288,1417,rửa thoải_mái không_khô da kết_hợp tẩy_trang loreal sạch da cảm_giác thoải_mái mùi hương không_hợp mũi công_tốt da dầu,15/07/2022,18:15,5,422217029,3,1,1,1,0,good
18289,1078,bình_luận ok không_ôm giá thâm nám_trị trộm_vía phản_hồi ok xóm nám mờ da trắng sáng chống nắng tẩy_trang đắp khuyến_khích thử,29/06/2023,11:21,5,422206645,2,1,1,1,0,good
18291,2788,thây xẹp cồi mụn trắng xẹp sưng viêm hơi,12/2/2022,11:17,5,422203449,2,0,1,0,0,good
18292,4268,da lỗ chân lông xài lỗ chân lông da tưoi_tắn mát nhiều,17/05/2024,13:38,5,204100078,0,0,1,0,0,good
18293,1272,,11/12/2023,9:05,5,204900009,0,0,0,0,0,good
18294,2550,lọ yên_tâm eucerin acne thích đặc_biệt khoản mụn kiềm dầu_má mùa hè kết_hợp clearing treatment giúp cồi mụn mau khô da mụn thâm_lỗ chân lông ngăn mụn lại,11/11/2020,23:14,5,204100018,2,1,1,0,0,good
18295,1263,nakuro thât_sư tràm trà mụn cưc luôn nặn mụn đắp sáng hôm không_sưng nakuro mặt không_nốt thâm tiếc,30/03/2021,14:10,5,422205164,2,1,1,0,0,good
18296,1344,không_hề quảng_cáo hoàn_toàn,6/6/2021,14:35,1,204100018,0,1,1,0,0,bad
18297,4400,không_thực,24/09/2021,20:16,2,248700042,0,1,1,0,0,bad
18298,606,chống nắng chân nâng tone hơi thấm_đỡ kiềm dầu ok người,29/10/2022,6:53,5,253900006,1,0,0,0,0,good
18299,1278,trang sạch tiếp,29/03/2022,15:01,5,422216603,1,0,1,0,0,good
18300,2336,rẻ thích da trắng cồn mắt,30/06/2021,17:51,4,365000013,1,0,1,1,0,good
18301,1494,tốt khuyên da dầu mụn nguyên_rửa mặt toner mụn kết tốt sửa,14/06/2020,14:52,5,422210980,1,0,1,0,0,good
18302,184,ưng da dầu_bôi tiếng tí dầu,4/9/2022,20:00,5,422215804,1,0,1,0,0,good
18303,692,thoải_mái,30/04/2023,16:22,5,422205160,0,0,0,0,0,good
18304,2035,đồ tư_vấn nhiệt_tình ghê_chốt đơn thử tiên_bôi da mau thấm không_khô bết dính nâng ổn vẻ không_kích_ứng da_xài,25/10/2022,10:39,5,422203145,1,2,1,0,0,good
18305,2329,cảm_giác thải mái thư_giãn chịu,3/5/2023,17:12,5,308500013,0,0,0,1,0,good
18306,23,tốt_hợp da dầu_hợp mùa hè da khô mùa đông sợ không_ẩm ẩm_trắng sáng khô không_hề lớp màn nhớt,4/9/2023,10:14,5,208000001,4,2,1,0,0,good
18307,2675,tiền miếng rách,10/8/2021,16:19,4,243300007,0,0,0,1,0,good
18308,1670,chất đặc_mau thấm không_nhờn bóng da dầu mụn thích,9/12/2021,11:18,5,318900005,1,1,1,0,0,good
18309,3660,phù_hợp boby da mặt hạt thô cân_nhắc đối_da,21/11/2022,8:44,3,207300009,1,0,1,0,0,neutral
18310,3681,chất bình ấn_tượng mạnh,19/05/2022,21:23,3,249500013,0,0,0,0,0,neutral
18311,3601,ưng mềm môi_dưỡng ổn,24/02/2023,16:28,5,225200015,2,0,0,0,0,good
18312,1315,ok mụn kiên_trì mụn,9/2/2022,0:53,5,253900004,1,0,0,0,0,good
18313,3165,ẩm_ổn hỗ_trợ trị mụn mờ nhạt_thể hoàn_toàn không_giá_toner,14/05/2022,16:31,3,345800001,2,1,1,1,0,neutral
18315,1242,không_xơ ổn luôn,10/7/2023,13:23,5,422222535,1,1,1,0,0,good
18316,2077,chân lịch chống nắng nâng da luôn,30/06/2019,14:18,5,422203145,0,0,1,0,0,good
18317,1377,mặt_nạ lạ_móc lớp đắp cằm nữa đắp da,17/10/2024,19:39,5,308500018,0,0,1,0,0,good
18318,3959,bí_thấm da quảng_cáo mặt lớp nhờn thạch_nghệ thấm_thoáng hơn,17/07/2023,14:52,4,422205673,1,0,1,0,0,good
18319,258,có giá rẻ trang sạch,31/07/2021,11:46,5,422211447,1,0,1,1,0,good
18320,1653,hôm hơi thất_hộp xộc_xệch dính bụi dơ cũ hơi chất luợng,6/12/2022,22:59,4,318900019,0,0,0,0,0,good
18321,2633,da hỗn_hợp thiên_dầu xài ok kiềm dầu tốt giá rẻ,25/06/2023,8:24,5,422208345,3,0,1,1,0,good
18322,2672,đợt mỏng mỏng nữa,17/12/2021,10:18,2,422203807,0,0,0,0,0,bad
18324,2300,thử xịt mát thoải_mái không_mùi cảm_giác rửa mặt,10/3/2018,14:22,5,100150059,0,1,1,1,0,good
18325,671,thích tẩy_trang,4/5/2023,19:05,5,422216594,1,0,0,0,0,good
18326,1344,khánh được hộp đựng hơi móp đơn_vị vận_hơi quấn túi hơi kỹ_gỡ lớp băng mệt_xỉu luôn mặt_nạ tặng kèm quấn túi hơi cảm_hashaki đóng_gói ưng chất không_bàn khâu đóng_gói chăm_sóc hàng,22/10/2020,15:03,5,422211878,1,1,1,0,1,good
18327,800,chê êm,4/12/2020,12:23,5,200400004,1,0,1,0,0,good
18328,2466,review chất sau,18/06/2019,16:19,5,308500015,0,0,0,0,0,good
18329,1477,xài ổn hơi khô da xài kèm_dưỡng ẩm_xài lần,19/09/2021,19:35,5,204900159,2,1,1,0,0,good
18330,2927,mặt_nạ chất tiếc_chất chất_dư mặt đắp mặt_nạ lên ẩm da tốt da mụn nội_tiết trộm_vía đắp dịu dịu,29/04/2024,23:25,5,422209704,2,0,1,0,0,good
18331,2646,xài ok xài mê giá ok nữa,1/3/2022,7:51,5,422203301,1,0,0,1,0,good
18332,692,thoải_mái,30/04/2023,16:22,5,422202253,0,0,0,0,0,good
18333,3812,rẻ tốt không_rách dùng,13/01/2024,12:03,5,422205181,1,1,1,1,0,good
18334,1103,trang lần hồi da mụn viêm má cảm treatment azelaic acid êm cảm_giác thích thích lắm,6/2/2023,20:15,5,422204657,2,0,1,1,0,good
18335,1157,màu tím đậm da mụn trộm_vía đắp ưng_lành da mặt nhièu_dưỡng chất,30/05/2024,15:13,5,422207787,1,0,1,0,0,good
18336,3328,tệ cảm_giác lừa_đảo,17/12/2023,20:05,1,293500043,0,1,0,1,0,bad
18337,383,tốt,31/10/2023,16:05,5,422208976,1,0,0,0,0,good
18338,2422,mặt_nạ tốt,2/9/2021,12:36,5,308500037,1,0,0,0,0,good
18339,128,màu xám da dầu trang sạch hơi nhớt tiếp_xúc nước,22/10/2023,15:21,4,422211446,1,1,1,0,0,good
18340,2349,thoải_mái,1/5/2023,12:01,5,422205162,0,0,0,0,0,good
18341,1192,giá rẻ da mụn không_finish đỉnh mướt mượt nâng tone nhẹ,15/05/2022,14:31,5,422215804,3,1,1,1,0,good
18342,242,sợ tốt thẩm_thấu không_nhờn_rít,12/10/2021,17:26,5,422209663,2,1,1,0,0,good
18343,689,đỉnh vô mát,30/04/2023,20:01,5,422200236,1,0,1,0,0,good
18344,3896,quả,8/10/2024,11:56,5,422211490,0,0,0,0,0,good
18345,1000,da dầu mụn ẩn_chữ cảm_xài không_phù_hợp cảm_hơi nóng nổi đống mụn xét xĩu khuyên mạng_hỉu kĩ_hợp da ok,15/08/2021,21:59,5,422207826,2,1,1,0,0,good
18346,2515,chất không_tốt không_khuyên,21/09/2018,11:32,1,422217292,1,1,1,0,0,bad
18347,3661,da,12/10/2022,20:31,5,422206042,0,0,1,0,0,good
18348,661,hãng giá rẻ,12/7/2023,15:23,5,100230057,0,0,0,1,0,good
18349,351,giá chất tốt,24/09/2019,23:44,5,422203776,1,0,0,1,0,good
18350,3984,lỏng trét,2/2/2024,20:10,5,331300023,0,0,0,0,0,good
18351,3702,da bóng rất,18/05/2020,20:15,5,201600141,0,0,1,0,0,good
18352,706,thích tẩy_trang,28/04/2023,18:32,5,200400003,1,0,0,0,0,good
18353,248,đóng_gói kĩ càng,5/9/2021,20:23,5,205100146,0,0,0,0,0,good
18354,2535,lành da mụn nhạy_cảm giúp sạch ẩm da tiếp_tục dài,15/11/2020,16:03,5,204100019,2,0,1,0,0,good
18355,3393,tiên xài mùi thơm luôn,24/11/2022,20:08,5,204100024,1,0,1,0,0,good
18356,2082,mẫu bì đợt,4/5/2024,14:09,5,224100029,0,0,0,0,0,good
18357,708,thoải_mái,29/04/2023,10:13,5,422205164,0,0,0,0,0,good
18358,2818,serum dọt bóc,22/05/2023,11:09,5,318900002,0,0,0,0,0,good
18359,229,dòng nổi bọt hơi chịu,21/01/2022,23:48,4,422211446,0,0,0,0,0,good
18360,140,da dầu mụn nhạy_cảm không_kĩ chữ cánh mũi ẩm_mặt không_đau không_quằn què chăm_tẩy da chết ổn da khỏe,31/05/2023,14:53,5,245500001,3,1,1,0,0,good
18362,2942,phầm thích,21/04/2023,13:07,5,200500283,1,0,0,0,0,good
18363,2833,đánh_giá cảm_toàn da nhạy_cảm không_bàn vết thâm_mụn kiên_trì cảm_vết thâm_biến dần mờ_đình bắt trắng mịn màu tặng tẩy_trang không_đánh giá,27/05/2022,11:38,5,318900002,1,1,1,1,1,good
18364,650,tốt giá_thành ok phù_hợp bắt bha thời quảyêu ui mau lần,24/11/2021,9:32,5,100240016,3,0,1,1,0,good
18365,217,phù_hợp da treatment chống nắng hóa_học tẩy_trang kĩ_khuyên dầu_tẩy trang sạch hơn,23/10/2024,9:38,5,422222786,3,0,1,0,0,good
18366,3277,đắp mặt_nạ không_đắp đánh_giá gói tốt đắp xài retinol không_rát nóng da_đắp da_ẩm chất dư_không_bôi mắc,7/5/2022,0:09,5,422209636,2,2,1,1,0,good
18367,3898,giờ mẫu mới nhân_viên,18/12/2021,15:54,5,422211490,0,0,0,0,0,good
18368,1163,không_chống nắng mê nâng da giá hời_ok da dầu_bôi sáng chiều mặt khô không_đỗ dầu người,19/11/2021,6:59,5,223600034,2,1,1,1,0,good
18369,3658,mơ hãng hạt thô_thích hạt mềm không_khô rát da thơm_thơm hóa học,14/08/2023,4:48,5,100220037,2,2,1,0,0,good
18370,1105,sữa rửa mặt tốt da không_căng cứng_rửa kiềm dầu tốt_dược toàn lành da chân mụn dầu,12/2/2023,3:28,5,422211389,1,1,1,0,0,good
18371,2445,chất giá hạt cảm tuyệt_vời đắp thử da căng mượt hôm rửa mặt trắng_sắng thích luôn tiếp_tục,27/07/2020,7:54,5,308500004,2,0,1,1,0,good
18372,686,,30/04/2023,11:25,5,422202253,0,0,0,0,0,good
18373,792,tốt,15/05/2021,1:45,5,422212871,1,0,0,0,0,good
18374,65,da khô tốt xài đánh_giá da khô_trời lạnh khô_ráp vảy nứt ngứa luôn toner serum_dưỡng ẩm_klair ok trời da dịu liền,26/01/2022,11:20,5,318900011,3,1,1,1,0,good
18375,107,sữa chống nắng thấm trắng da kiểu đánh lớp phấn mỏng mùi cồn không_thích thích sữa chống nắng anesa hơn,30/09/2019,8:00,4,223600010,2,1,1,0,0,good
18376,688,thoải_mái,29/04/2023,16:44,5,422205164,0,0,0,0,0,good
18377,2341,thoải_mái thư,2/5/2023,10:27,5,308500004,0,0,0,0,0,good
18378,654,tốt người,5/12/2023,12:06,5,100230064,1,0,0,0,0,good
18379,2597,,30/11/-0001,0:00,4,100270008,0,0,0,0,0,good
18380,2339,mùi hương_mát giá_thành,2/5/2023,10:57,5,308500018,0,0,1,1,0,good
18381,737,,2/11/2022,15:09,4,100230059,0,0,0,0,0,good
18382,2366,,30/04/2023,13:23,5,308500018,0,0,0,0,0,good
18383,128,màu xám da dầu trang sạch hơi nhớt tiếp_xúc nước,22/10/2023,15:21,4,205100137,1,1,1,0,0,good
18384,2363,,30/04/2023,14:09,5,308500015,0,0,0,0,0,good
18386,2077,chân lịch chống nắng nâng da luôn,30/06/2019,14:18,5,249500027,0,0,1,0,0,good
18387,3091,mùi dừa thơm rửa da mịn hẳn típ,11/7/2021,13:12,5,100220037,2,0,1,0,0,good
18388,3900,da chất bù toner rửa mặt đặc_biệt thích cảm_giác bọt sửa rửa mặt_thể,7/9/2020,18:09,3,223600003,1,0,1,1,0,neutral
18389,975,vô_thưởng vô_phạt đơn_giản dịu_dưỡng,15/04/2023,11:57,2,253900010,0,1,1,0,0,bad
18390,2297,không_nsx hsd_bì,3/4/2019,11:45,1,422216098,0,1,1,0,0,bad
18391,804,tốt,5/9/2020,11:48,3,200400003,1,0,0,0,0,neutral
18392,307,phảm tốt,2/1/2021,11:36,5,205100136,1,0,0,0,0,good
18393,1786,giá tốt_trừ chuẩn chậm,19/12/2020,15:51,4,308500015,2,1,1,1,0,good
18394,3881,da dầu_xài kết_hợp toner hãng đẩy mụn mụn đẩy_nhân thơm mùi lắc lớp dầu nước,16/07/2021,21:07,5,345800002,2,0,1,0,0,good
18395,2131,,11/11/2022,11:52,3,422203609,0,0,0,0,0,neutral
18396,704,dịch_vụ kém,17/12/2021,14:20,1,207300009,0,1,0,0,0,bad
18397,653,,12/12/2023,12:01,5,308500018,0,0,0,0,0,good
18399,1377,mặt_nạ ok mùi thơm nhẹ nhẹ_dưỡng chất,23/01/2024,18:32,5,422205806,2,0,1,0,0,good
18401,3644,xài ok ní miếng dán mỏng siêu_tệp da hút_nhân mụn siêu_đỉnh dán đêm sáng dậy hút nhân mụn,24/01/2024,18:41,5,226200018,4,1,1,0,0,good
18402,3408,thử da nóng_rát kiểu_bỏng da đỡ đánh_giá sau,3/6/2021,7:10,4,422203671,0,1,1,1,0,good
18404,3509,tuýt_dưỡng cải_thiện quầng thâm_mắt không_tác,28/06/2023,12:06,4,232500022,0,1,1,0,0,good
18405,2309,,29/01/2024,12:06,5,422205162,0,0,0,0,0,good
18406,1168,chống nắng kiềm dầu ổn mụn_ẩn không_tiếp_tục,2/11/2022,18:52,3,422217292,1,1,1,0,0,neutral
18407,1156,tốt nhẹ phù_hợp da,14/03/2022,9:45,5,422207423,2,0,1,0,0,good
18408,118,,4/12/2023,9:02,5,422211447,0,0,0,0,0,good
18409,1501,trộm vía_hợp olay,5/10/2024,22:29,5,422211549,1,0,1,0,0,good
18410,4239,tốt da,6/12/2020,0:29,5,345800009,1,0,1,0,0,good
18411,780,mẫu cảm_giác ok hơn dưỡng chất mẫu củ,16/07/2021,19:30,5,308500013,2,0,0,1,0,good
18412,234,sirum xài cerave đỉnh da dầu mụn không_phí tiền,31/05/2022,10:46,5,422217029,1,2,1,1,0,good
18413,2741,chống nắng da_treament phổ rộng chống finish đẹp,22/11/2022,12:42,5,422211276,1,0,1,0,0,good
18414,1731,mùi,20/11/2023,11:09,5,207300009,0,0,0,0,0,good
18415,724,dòng garnier giá mềm ổn,12/4/2023,13:48,5,422211840,1,0,0,1,0,good
18416,1157,sẵn êm mỏng nhẹ không_phù_hợp skincare_đô nắng sáng vợ_chồng tiếp_xúc nắng,30/05/2024,15:00,5,249500007,3,1,1,0,0,good
18418,122,điểm,17/11/2023,15:58,5,422211446,0,0,0,0,0,good
18419,2640,chất tốt,2/9/2023,21:35,5,422203301,1,0,0,0,0,good
18420,86,xài nửa cảm da ẩm nước ổn không_kích_ứng da,27/06/2021,12:23,4,318900011,2,1,1,0,0,good
18421,1994,chống nắng thích_hợp da thấm lắm lớp mỏng nhẹ chống dạng chất phù_hợp mùa đông khô,27/11/2022,16:35,5,249500027,2,1,1,0,0,good
18422,1485,xài thích luôn,14/04/2021,8:07,5,422210980,1,0,0,0,0,good
18423,2400,thoải_mái,27/04/2023,15:29,5,308500037,0,0,0,0,0,good
18424,4295,trời xịt dặm khỏe lun không_công bôi bôi gọn xách tiện,11/11/2022,3:08,5,248700027,1,1,1,0,0,good
18425,2059,sáp tẩy_trang,24/05/2024,22:31,5,422210954,0,0,0,0,0,good
18426,488,kiểm_dầu,4/1/2023,20:03,3,204900013,0,0,0,0,0,neutral
18427,3670,ôi hôm nhiệt_tình đợt giá ok mùi thơm_xài ok yêu,10/6/2020,11:55,5,422206043,2,0,1,1,0,good
18428,1990,chống nắng ổn kiềm dầu tốt nâng không_trang nắng không_sạm da,30/11/2022,21:49,5,422203145,2,1,1,0,0,good
18430,748,tốt chất cảm_ơn shiper,20/03/2022,14:57,5,293500006,1,0,0,0,0,good
18431,425,kiềm dầu tốt da sáng da dầu kìm_dầu tốt sáng da trưa khả_năng chống nắng hơn,23/10/2024,11:39,5,422217292,3,0,1,0,0,good
18432,2422,mặt_nạ tốt,2/9/2021,12:36,5,308500004,1,0,0,0,0,good
18433,1197,hơi hãng ok chất lỏng nhẹ thấm_kiềm dầu ổn rẩt da dầu chống nắng,19/02/2022,21:24,5,422217292,2,0,1,0,0,good
18434,2171,hạt cứng da nổi mụn cân_nhắc thơm đỉnh luôn,10/2/2022,10:28,4,100220010,2,1,1,0,0,good
18435,146,tốt,12/4/2023,12:40,5,100240016,1,0,0,0,0,good
18436,712,thích,27/04/2023,18:34,5,100230056,1,0,0,0,0,good
18437,2257,da sáng đắt kiểu tiền hít đồ thơm,8/7/2021,11:24,5,245500001,2,1,1,1,0,good
18438,360,thông xuất_xứ,14/02/2019,21:38,2,422204259,0,0,0,0,0,bad
18439,1234,phấn xài không_xước sơ_chất xài tốt,10/3/2024,10:53,5,422211640,1,1,1,0,0,good
18440,1618,klenzit,8/3/2022,18:19,5,327500002,0,0,0,0,0,good
18441,2782,tẩy da chết mặt ổn,19/11/2023,10:59,5,422207812,1,0,1,0,0,good
18442,1788,trưa giá ủng,28/11/2020,18:16,5,100240016,0,0,0,1,0,good
18443,1266,ok phục_hồi da hơi đỉnh luôn,1/5/2022,20:43,5,100210023,2,0,1,0,0,good
18444,3317,date mới,20/09/2023,7:39,5,223600034,0,0,1,0,0,good
18445,1324,thích thử,22/09/2021,20:16,5,245500002,1,0,0,0,0,good
18446,1105,trang cocon ok hợp_da da dầu giá phải tặng dưỡng_thích ẩm lâu,16/01/2023,9:19,5,422201504,4,0,1,1,1,good
18447,398,tốt,16/04/2021,18:25,5,211300002,1,0,0,0,0,good
18448,1151,cửa tặng mẫu xài êm cảm_giác xài da,18/12/2022,12:08,5,200900037,1,0,1,1,1,good
18449,1017,đỉnh vô mát,3/5/2023,19:59,5,422200236,1,0,1,0,0,good
18450,1404,yêu dính cosrx_sĩ chẩn_đoán tiết bã cosrx không_sạch tình_trạng không_mờ ê_mê sạch_rửa mặt_thoáng da mềm da ổn tiếp_acid hợp_lý da sạch thoáng không_khô căng dần,13/10/2024,10:35,5,422211195,3,1,1,0,0,good
18451,603,chất đặc mùi dầu_xả kiềm dầu ổn hơi ngăm_bôi lớp mỏng không_nâng tone trắng_bóc da dầu mụn nổi mụn,31/01/2023,13:08,5,422212100,1,2,1,0,0,good
18452,87,toner không_mùi rửa mặt da mặt dịu ẩm tốt luôn,16/06/2021,22:13,5,318900012,2,1,1,0,0,good
18453,1177,ổn không_quà tặng kèm,21/08/2022,12:30,4,249500007,1,1,1,0,1,good
18455,1986,ưng_ý không_chê dòng kiềm dầu ổn không_bết dính nâng tone đẹp hổng xiền_thể khảo,1/12/2022,19:28,5,249500019,3,2,1,0,0,good
18456,284,tốt,31/05/2021,21:23,5,422211446,1,0,0,0,0,good
18458,2358,thư,30/04/2023,17:55,5,422202253,0,0,0,0,0,good
18459,976,khô da da_da dầu dầu mụn luôn kích_ứng da_ngứa châm chích nữa,16/10/2022,22:02,1,204100054,0,1,1,0,0,bad
18460,3682,không_xài thân tốt dưỡng chất đặc_biệt chất mặt_nạ mỏng nhẹ êm_không_xơ rát da khác,1/12/2022,1:59,5,422205806,2,2,1,0,0,good
18461,1077,trang mascara clio siêu_xịn thích mùi trang,14/10/2022,20:32,5,422204906,2,0,1,0,0,good
18462,3239,tiên xài thử kết tốt mụn mặt mịn mùi không_nồng ổn giới_thiệu xài mặt_rệt,18/10/2022,14:07,5,422204231,3,2,1,0,0,good
18463,170,da dầu chữ mụn viêm đánh_giá nắp dương_nhạt xài ổn không_lây mụn ẩn_nắp dương đậm_xài mụn_ẩn nhiều,18/11/2022,11:10,4,422204259,2,1,1,1,0,good
18464,147,tốt,10/4/2023,15:59,5,204900013,1,0,0,0,0,good
18465,2324,tuyệt_sạch nhờn mụn luôn,4/5/2023,12:56,5,308500015,1,0,1,0,0,good
18466,4067,siêu_thích da dầu mụn êm sạch không_nhờn_rít không_khô căng cảm hài tiếp,7/10/2023,14:52,5,422209042,3,1,1,0,0,good
18467,1281,lành không_hề kén da da nhạy_cảm dạng test thử da không_vệt trắng vón_cục,24/11/2022,14:49,5,249500027,0,1,1,0,0,good
18468,2495,mùi hương_mát giá_thành ổn,5/5/2023,13:53,5,422206537,1,0,1,1,0,good
18469,1091,,24/09/2021,19:38,3,422220606,0,0,0,0,0,neutral
18470,2488,hồi xài tg thử,18/07/2024,7:24,5,422206537,0,0,0,0,0,good
18471,228,nâng tone trông_nhiên chất không_đặc không_lỏng không_vón lộ vân mùi tí không_nồng ổn,2/2/2022,8:15,5,253900006,1,2,1,0,0,good
18472,3941,màu màu tối dính thân kích_ứng,12/12/2021,13:33,3,201600072,0,0,0,0,0,neutral
18473,3150,ok da mịn mướt tưng,27/07/2023,21:07,5,357100011,4,0,1,0,0,good
18474,2926,đắp sáng ngủ dậy rửa mặt mặt sáng ẩm ổn,17/08/2024,13:44,5,422209703,3,0,1,0,0,good
18475,650,,25/12/2023,20:30,5,100230056,0,0,0,0,0,good
18476,3388,ấn_tượng tiên,12/10/2017,8:27,5,222600006,0,0,0,0,0,good
18477,2550,đợt da mụn sirum nhẹ_nhàng thử bây luôn mới,11/11/2020,23:14,5,204100019,0,0,1,0,0,good
18478,281,xài tặng ghê,6/6/2021,16:45,5,205100137,0,0,0,0,1,good
18479,2441,không_mặt nạ xài không_thể không_vô đánh_giá đc xài miếng đỡ mụn xài không_thể khác,23/09/2020,9:49,5,422205163,0,1,1,1,0,good
18480,2113,cảm sạch dịu nhẹ_tích lần,10/2/2021,19:29,5,422211501,2,0,1,0,0,good
18481,2210,ngửi kỹ không_mùi duyệt cực,27/04/2021,16:08,5,249500021,0,1,1,0,0,good
18482,1134,ok,2/9/2024,21:38,5,422211240,1,0,0,0,0,good
18483,1732,da mềm sáng hơn,20/11/2023,11:12,5,100210014,2,0,1,0,0,good
18484,808,mặt_nạ cồn da nhạy_cảm cảm_giác đắp kiểu sức dầu đối_không_thần thánh lắm da mịn đắp,13/10/2021,20:04,4,308500018,1,1,1,1,0,good
18485,1073,trang garnier ngoái bây,7/3/2023,15:57,5,422204910,0,0,0,0,0,good
18487,165,refreshing công_yếu tẩy_trang phù_hợp da dầu mụn da nhạy_cảm ok luôn không_makeup bôi chống nắng khả_năng sạch da ổn_tẩy chống nắng bụi bẩn tẩy trang_cảm da mềm_không_khô không_hề nhờn da không_kích ứng_không_nổi mụn luôn,28/11/2022,10:09,5,422208807,4,2,1,0,0,good
18488,1496,tuyệt_không_căng da_rửa kèm mụn,20/12/2019,14:59,5,204900128,0,1,1,0,0,good
18489,693,thoải_mái thư,29/04/2023,18:38,5,422205160,0,0,0,0,0,good
